sample	raw_reads	passed_fastp	failed_fastp	mature_miRNA_mapped	hairpin_miRNA_mapped	RNAcentral_matched	candidate_shortRNA	mature_hairpin_unmapped	not_tRNA	tRNA_matched	cell_type	replicate
hsa-miR-8063				7805.0							hsa-miR-8063	
hsa-miR-8064				5678.0							hsa-miR-8064	
hsa-miR-8065				754.0							hsa-miR-8065	
hsa-miR-8066				980.0							hsa-miR-8066	
hsa-miR-8067				696.0							hsa-miR-8067	
hsa-miR-8068				1217.0							hsa-miR-8068	
hsa-miR-8069				17203.0							hsa-miR-8069	
hsa-miR-8070				11150.0							hsa-miR-8070	
hsa-miR-8071				5996.0							hsa-miR-8071	
hsa-miR-8072				10609.0							hsa-miR-8072	
hsa-miR-8073				4265.0							hsa-miR-8073	
hsa-miR-8074				3052.0							hsa-miR-8074	
hsa-miR-8075				8601.0							hsa-miR-8075	
hsa-miR-8076				75233.0							hsa-miR-8076	
hsa-miR-8077				7116.0							hsa-miR-8077	
hsa-miR-8078				5654.0							hsa-miR-8078	
hsa-miR-8079				4793.0							hsa-miR-8079	
hsa-miR-8080				9435.0							hsa-miR-8080	
hsa-miR-8081				58726.0							hsa-miR-8081	
hsa-miR-8082				4869.0							hsa-miR-8082	
hsa-miR-8083				4238.0							hsa-miR-8083	
hsa-miR-8084				492.0							hsa-miR-8084	
hsa-miR-8085				5788.0							hsa-miR-8085	
hsa-miR-8086				6888.0							hsa-miR-8086	
hsa-miR-8087				1613.0							hsa-miR-8087	
hsa-miR-8088				4197.0							hsa-miR-8088	
hsa-miR-8089				8451.0							hsa-miR-8089	
hsa-miR-8485				3570.0							hsa-miR-8485	
hsa-miR-873-3p				18957.0							hsa-miR-873-3p	
hsa-miR-873-5p				24353.0							hsa-miR-873-5p	
hsa-miR-874-3p				13607.0							hsa-miR-874-3p	
hsa-miR-874-5p				4394.0							hsa-miR-874-5p	
hsa-miR-875-3p				4918.0							hsa-miR-875-3p	
hsa-miR-875-5p				8470.0							hsa-miR-875-5p	
hsa-miR-876-3p				954.0							hsa-miR-876-3p	
hsa-miR-876-5p				826.0							hsa-miR-876-5p	
hsa-miR-877-3p				9438.0							hsa-miR-877-3p	
hsa-miR-877-5p				5607.0							hsa-miR-877-5p	
hsa-miR-885-3p				9138.0							hsa-miR-885-3p	
hsa-miR-885-5p				1673.0							hsa-miR-885-5p	
hsa-miR-887-3p				29205.0							hsa-miR-887-3p	
hsa-miR-887-5p				1898.0							hsa-miR-887-5p	
hsa-miR-888-3p				894.0							hsa-miR-888-3p	
hsa-miR-888-5p				14993.0							hsa-miR-888-5p	
hsa-miR-889-3p				1438.0							hsa-miR-889-3p	
hsa-miR-889-5p				2770.0							hsa-miR-889-5p	
hsa-miR-890				829.0							hsa-miR-890	
hsa-miR-891a-3p				492.0							hsa-miR-891a-3p	
hsa-miR-891a-5p				1936.0							hsa-miR-891a-5p	
hsa-miR-891b				14736.0							hsa-miR-891b	
hsa-miR-892a				1573.0							hsa-miR-892a	
hsa-miR-892b				1678.0							hsa-miR-892b	
hsa-miR-892c-3p				10308.0							hsa-miR-892c-3p	
hsa-miR-892c-5p				59712.0							hsa-miR-892c-5p	
hsa-miR-9-3p				806.0							hsa-miR-9-3p	
hsa-miR-9-5p				78362.0							hsa-miR-9-5p	
hsa-miR-920				4399.0							hsa-miR-920	
hsa-miR-921				2926.0							hsa-miR-921	
hsa-miR-922				1659.0							hsa-miR-922	
hsa-miR-924				2169.0							hsa-miR-924	
hsa-miR-92a-1-5p				18960.0							hsa-miR-92a-1-5p	
hsa-miR-92a-2-5p				857.0							hsa-miR-92a-2-5p	
hsa-miR-92a-3p				2602972.0							hsa-miR-92a-3p	
hsa-miR-92b-3p				15968.0							hsa-miR-92b-3p	
hsa-miR-92b-5p				11134.0							hsa-miR-92b-5p	
hsa-miR-93-3p				2557.0							hsa-miR-93-3p	
hsa-miR-93-5p				145574.0							hsa-miR-93-5p	
hsa-miR-933				3892.0							hsa-miR-933	
hsa-miR-934				2099.0							hsa-miR-934	
hsa-miR-935				4428.0							hsa-miR-935	
hsa-miR-936				4286.0							hsa-miR-936	
hsa-miR-937-3p				22674.0							hsa-miR-937-3p	
hsa-miR-937-5p				7507.0							hsa-miR-937-5p	
hsa-miR-938				589.0							hsa-miR-938	
hsa-miR-939-3p				5025.0							hsa-miR-939-3p	
hsa-miR-939-5p				11965.0							hsa-miR-939-5p	
hsa-miR-940				6813.0							hsa-miR-940	
hsa-miR-941				33759.0							hsa-miR-941	
hsa-miR-942-3p				3049.0							hsa-miR-942-3p	
hsa-miR-942-5p				8042.0							hsa-miR-942-5p	
hsa-miR-943				6099.0							hsa-miR-943	
hsa-miR-944				1366.0							hsa-miR-944	
hsa-miR-95-3p				21773.0							hsa-miR-95-3p	
hsa-miR-95-5p				759.0							hsa-miR-95-5p	
hsa-miR-9500				2195.0							hsa-miR-9500	
hsa-miR-96-3p				862.0							hsa-miR-96-3p	
hsa-miR-96-5p				616.0							hsa-miR-96-5p	
hsa-miR-9718				7168.0							hsa-miR-9718	
hsa-miR-98-3p				1218.0							hsa-miR-98-3p	
hsa-miR-98-5p				244486.0							hsa-miR-98-5p	
hsa-miR-9851-3p				4019.0							hsa-miR-9851-3p	
hsa-miR-9851-5p				3599.0							hsa-miR-9851-5p	
hsa-miR-9898				3252.0							hsa-miR-9898	
hsa-miR-9899				21519.0							hsa-miR-9899	
hsa-miR-9900				3596.0							hsa-miR-9900	
hsa-miR-9901				8050.0							hsa-miR-9901	
hsa-miR-9902				2274.0							hsa-miR-9902	
hsa-miR-9903				2421.0							hsa-miR-9903	
hsa-miR-9983-3p				3224.0							hsa-miR-9983-3p	
hsa-miR-9985				14271.0							hsa-miR-9985	
hsa-miR-9986				1288.0							hsa-miR-9986	
hsa-miR-99a-3p				5717.0							hsa-miR-99a-3p	
hsa-miR-99a-5p				18581.0							hsa-miR-99a-5p	
hsa-miR-99b-3p				6834.0							hsa-miR-99b-3p	
hsa-miR-99b-5p				86885.0							hsa-miR-99b-5p	
hsa-mir-1-1					221.0						hsa-mir-1-1	
hsa-mir-1-2					793.0						hsa-mir-1-2	
hsa-mir-100					598.0						hsa-mir-100	
hsa-mir-101-1					632861.0						hsa-mir-101-1	
hsa-mir-101-2					634369.0						hsa-mir-101-2	
hsa-mir-10226					848.0						hsa-mir-10226	
hsa-mir-10392					2167.0						hsa-mir-10392	
hsa-mir-10393					341.0						hsa-mir-10393	
hsa-mir-10394					1100.0						hsa-mir-10394	
hsa-mir-10395					1970.0						hsa-mir-10395	
hsa-mir-10396a					1059.0						hsa-mir-10396a	
hsa-mir-10396b					1059.0						hsa-mir-10396b	
hsa-mir-10397					3595.0						hsa-mir-10397	
hsa-mir-10398					3685.0						hsa-mir-10398	
hsa-mir-10399					22248.0						hsa-mir-10399	
hsa-mir-103a-1					7074.0						hsa-mir-103a-1	
hsa-mir-103a-2					7180.0						hsa-mir-103a-2	
hsa-mir-103b-1					507.0						hsa-mir-103b-1	
hsa-mir-103b-2					723.0						hsa-mir-103b-2	
hsa-mir-10400					3389.0						hsa-mir-10400	
hsa-mir-10401					1704.0						hsa-mir-10401	
hsa-mir-105-1					1875.0						hsa-mir-105-1	
hsa-mir-105-2					1775.0						hsa-mir-105-2	
hsa-mir-10522					593.0						hsa-mir-10522	
hsa-mir-10523					2493.0						hsa-mir-10523	
hsa-mir-10524					1019.0						hsa-mir-10524	
hsa-mir-10525					2903.0						hsa-mir-10525	
hsa-mir-10526					6776.0						hsa-mir-10526	
hsa-mir-10527					436.0						hsa-mir-10527	
hsa-mir-106a					1135.0						hsa-mir-106a	
hsa-mir-106b					35151.0						hsa-mir-106b	
hsa-mir-107					1093.0						hsa-mir-107	
hsa-mir-10a					525.0						hsa-mir-10a	
hsa-mir-10b					561.0						hsa-mir-10b	
hsa-mir-11181					1069.0						hsa-mir-11181	
hsa-mir-11399					2130.0						hsa-mir-11399	
hsa-mir-11400					7058.0						hsa-mir-11400	
hsa-mir-11401					1553.0						hsa-mir-11401	
hsa-mir-1178					1877.0						hsa-mir-1178	
hsa-mir-1179					1462.0						hsa-mir-1179	
hsa-mir-1180					3135.0						hsa-mir-1180	
hsa-mir-1181					9700.0						hsa-mir-1181	
hsa-mir-1182					4251.0						hsa-mir-1182	
hsa-mir-1183					1904.0						hsa-mir-1183	
hsa-mir-1184-1					3065.0						hsa-mir-1184-1	
hsa-mir-1184-2					3065.0						hsa-mir-1184-2	
hsa-mir-1184-3					3065.0						hsa-mir-1184-3	
hsa-mir-1185-1					1784.0						hsa-mir-1185-1	
hsa-mir-1185-2					1708.0						hsa-mir-1185-2	
hsa-mir-1193					798.0						hsa-mir-1193	
hsa-mir-1197					600.0						hsa-mir-1197	
hsa-mir-1199					5676.0						hsa-mir-1199	
hsa-mir-1200					858.0						hsa-mir-1200	
hsa-mir-1202					1959.0						hsa-mir-1202	
hsa-mir-1203					2213.0						hsa-mir-1203	
hsa-mir-1204					1297.0						hsa-mir-1204	
hsa-mir-1205					921.0						hsa-mir-1205	
hsa-mir-1206					3126.0						hsa-mir-1206	
hsa-mir-1207					3411.0						hsa-mir-1207	
hsa-mir-1208					2010.0						hsa-mir-1208	
hsa-mir-12113					977.0						hsa-mir-12113	
hsa-mir-12114					4350.0						hsa-mir-12114	
hsa-mir-12115					944.0						hsa-mir-12115	
hsa-mir-12116					3800.0						hsa-mir-12116	
hsa-mir-12117					3459.0						hsa-mir-12117	
hsa-mir-12118					3662.0						hsa-mir-12118	
hsa-mir-12119					3293.0						hsa-mir-12119	
hsa-mir-12120					847.0						hsa-mir-12120	
hsa-mir-12121					6118.0						hsa-mir-12121	
hsa-mir-12122					581.0						hsa-mir-12122	
hsa-mir-12123					198.0						hsa-mir-12123	
hsa-mir-12124					4186.0						hsa-mir-12124	
hsa-mir-12125					2322.0						hsa-mir-12125	
hsa-mir-12126					2360.0						hsa-mir-12126	
hsa-mir-12127					1676.0						hsa-mir-12127	
hsa-mir-12128					3742.0						hsa-mir-12128	
hsa-mir-12129					2245.0						hsa-mir-12129	
hsa-mir-12130					414.0						hsa-mir-12130	
hsa-mir-12131					458.0						hsa-mir-12131	
hsa-mir-12132					693.0						hsa-mir-12132	
hsa-mir-12133					223.0						hsa-mir-12133	
hsa-mir-12135					3832.0						hsa-mir-12135	
hsa-mir-12136					4253.0						hsa-mir-12136	
hsa-mir-122					882.0						hsa-mir-122	
hsa-mir-1224					4312.0						hsa-mir-1224	
hsa-mir-1225					3708.0						hsa-mir-1225	
hsa-mir-1226					1604.0						hsa-mir-1226	
hsa-mir-1227					1696.0						hsa-mir-1227	
hsa-mir-1228					1479.0						hsa-mir-1228	
hsa-mir-1229					1704.0						hsa-mir-1229	
hsa-mir-122b					557.0						hsa-mir-122b	
hsa-mir-1231					2568.0						hsa-mir-1231	
hsa-mir-1233-1					3864.0						hsa-mir-1233-1	
hsa-mir-1233-2					3864.0						hsa-mir-1233-2	
hsa-mir-1234					3486.0						hsa-mir-1234	
hsa-mir-1236					1627.0						hsa-mir-1236	
hsa-mir-1237					5526.0						hsa-mir-1237	
hsa-mir-1238					2381.0						hsa-mir-1238	
hsa-mir-124-1					798.0						hsa-mir-124-1	
hsa-mir-124-2					1293.0						hsa-mir-124-2	
hsa-mir-124-3					412.0						hsa-mir-124-3	
hsa-mir-1243					393.0						hsa-mir-1243	
hsa-mir-1244-1					809.0						hsa-mir-1244-1	
hsa-mir-1244-2					809.0						hsa-mir-1244-2	
hsa-mir-1244-3					809.0						hsa-mir-1244-3	
hsa-mir-1244-4					809.0						hsa-mir-1244-4	
hsa-mir-1245a					467.0						hsa-mir-1245a	
hsa-mir-1245b					463.0						hsa-mir-1245b	
hsa-mir-1246					12739.0						hsa-mir-1246	
hsa-mir-1247					5058.0						hsa-mir-1247	
hsa-mir-1248					12777.0						hsa-mir-1248	
hsa-mir-1249					1783.0						hsa-mir-1249	
hsa-mir-1250					4580.0						hsa-mir-1250	
hsa-mir-1251					431.0						hsa-mir-1251	
hsa-mir-1252					123.0						hsa-mir-1252	
hsa-mir-1253					885.0						hsa-mir-1253	
hsa-mir-1255a					4065.0						hsa-mir-1255a	
hsa-mir-1255b-1					357.0						hsa-mir-1255b-1	
hsa-mir-1255b-2					203.0						hsa-mir-1255b-2	
hsa-mir-1256					782.0						hsa-mir-1256	
hsa-mir-1257					1884.0						hsa-mir-1257	
hsa-mir-1258					1305.0						hsa-mir-1258	
hsa-mir-125a					2291.0						hsa-mir-125a	
hsa-mir-125b-1					6367.0						hsa-mir-125b-1	
hsa-mir-125b-2					1943.0						hsa-mir-125b-2	
hsa-mir-126					4717.0						hsa-mir-126	
hsa-mir-1260a					5680.0						hsa-mir-1260a	
hsa-mir-1260b					3022.0						hsa-mir-1260b	
hsa-mir-1261					1315.0						hsa-mir-1261	
hsa-mir-1262					11401.0						hsa-mir-1262	
hsa-mir-1263					239.0						hsa-mir-1263	
hsa-mir-1264					266.0						hsa-mir-1264	
hsa-mir-1265					938.0						hsa-mir-1265	
hsa-mir-1266					1846.0						hsa-mir-1266	
hsa-mir-1267					1134.0						hsa-mir-1267	
hsa-mir-1268a					19770.0						hsa-mir-1268a	
hsa-mir-1268b					2879.0						hsa-mir-1268b	
hsa-mir-1269a					7822.0						hsa-mir-1269a	
hsa-mir-1269b					1671.0						hsa-mir-1269b	
hsa-mir-127					1976.0						hsa-mir-127	
hsa-mir-1270					546.0						hsa-mir-1270	
hsa-mir-1271					995.0						hsa-mir-1271	
hsa-mir-1272					2244.0						hsa-mir-1272	
hsa-mir-1273c					5979.0						hsa-mir-1273c	
hsa-mir-1273h					10801.0						hsa-mir-1273h	
hsa-mir-1275					4216.0						hsa-mir-1275	
hsa-mir-1276					1071.0						hsa-mir-1276	
hsa-mir-1277					215.0						hsa-mir-1277	
hsa-mir-1278					715.0						hsa-mir-1278	
hsa-mir-1279					337.0						hsa-mir-1279	
hsa-mir-128-1					3802.0						hsa-mir-128-1	
hsa-mir-128-2					17339.0						hsa-mir-128-2	
hsa-mir-1281					1407.0						hsa-mir-1281	
hsa-mir-1282					3256.0						hsa-mir-1282	
hsa-mir-1283-1					2712.0						hsa-mir-1283-1	
hsa-mir-1283-2					1141.0						hsa-mir-1283-2	
hsa-mir-1284					3817.0						hsa-mir-1284	
hsa-mir-1285-1					10286.0						hsa-mir-1285-1	
hsa-mir-1285-2					3966.0						hsa-mir-1285-2	
hsa-mir-1286					2654.0						hsa-mir-1286	
hsa-mir-1287					1096.0						hsa-mir-1287	
hsa-mir-1288					1559.0						hsa-mir-1288	
hsa-mir-1289-1					1599.0						hsa-mir-1289-1	
hsa-mir-1289-2					2002.0						hsa-mir-1289-2	
hsa-mir-129-1					1463.0						hsa-mir-129-1	
hsa-mir-129-2					694.0						hsa-mir-129-2	
hsa-mir-1290					4195.0						hsa-mir-1290	
hsa-mir-1291					4559.0						hsa-mir-1291	
hsa-mir-1292					1518.0						hsa-mir-1292	
hsa-mir-1293					698.0						hsa-mir-1293	
hsa-mir-1294					2501.0						hsa-mir-1294	
hsa-mir-1295a					648.0						hsa-mir-1295a	
hsa-mir-1295b					299.0						hsa-mir-1295b	
hsa-mir-1296					1487.0						hsa-mir-1296	
hsa-mir-1297					638.0						hsa-mir-1297	
hsa-mir-1298					597.0						hsa-mir-1298	
hsa-mir-1299					1300.0						hsa-mir-1299	
hsa-mir-1301					12335.0						hsa-mir-1301	
hsa-mir-1302-1					2143.0						hsa-mir-1302-1	
hsa-mir-1302-10					2103.0						hsa-mir-1302-10	
hsa-mir-1302-11					2103.0						hsa-mir-1302-11	
hsa-mir-1302-2					2103.0						hsa-mir-1302-2	
hsa-mir-1302-3					2107.0						hsa-mir-1302-3	
hsa-mir-1302-4					12925.0						hsa-mir-1302-4	
hsa-mir-1302-5					1348.0						hsa-mir-1302-5	
hsa-mir-1302-6					680.0						hsa-mir-1302-6	
hsa-mir-1302-7					314.0						hsa-mir-1302-7	
hsa-mir-1302-8					507.0						hsa-mir-1302-8	
hsa-mir-1302-9					2103.0						hsa-mir-1302-9	
hsa-mir-1303					4078.0						hsa-mir-1303	
hsa-mir-1304					3776.0						hsa-mir-1304	
hsa-mir-1305					624.0						hsa-mir-1305	
hsa-mir-1306					3193.0						hsa-mir-1306	
hsa-mir-1307					3116.0						hsa-mir-1307	
hsa-mir-130a					1006.0						hsa-mir-130a	
hsa-mir-130b					2961.0						hsa-mir-130b	
hsa-mir-132					3824.0						hsa-mir-132	
hsa-mir-1321					13588.0						hsa-mir-1321	
hsa-mir-1322					759.0						hsa-mir-1322	
hsa-mir-1323					534.0						hsa-mir-1323	
hsa-mir-1324					1612.0						hsa-mir-1324	
hsa-mir-133a-1					547.0						hsa-mir-133a-1	
hsa-mir-133a-2					1065.0						hsa-mir-133a-2	
hsa-mir-133b					2472.0						hsa-mir-133b	
hsa-mir-134					887.0						hsa-mir-134	
hsa-mir-1343					2338.0						hsa-mir-1343	
hsa-mir-135a-1					1232.0						hsa-mir-135a-1	
hsa-mir-135a-2					229.0						hsa-mir-135a-2	
hsa-mir-135b					1135.0						hsa-mir-135b	
hsa-mir-136					2155.0						hsa-mir-136	
hsa-mir-137					775.0						hsa-mir-137	
hsa-mir-138-1					3727.0						hsa-mir-138-1	
hsa-mir-138-2					1908.0						hsa-mir-138-2	
hsa-mir-139					2369.0						hsa-mir-139	
hsa-mir-140					155153.0						hsa-mir-140	
hsa-mir-141					2327.0						hsa-mir-141	
hsa-mir-142					13027314.0						hsa-mir-142	
hsa-mir-143					14372.0						hsa-mir-143	
hsa-mir-144					1177.0						hsa-mir-144	
hsa-mir-145					992.0						hsa-mir-145	
hsa-mir-1468					809.0						hsa-mir-1468	
hsa-mir-1469					1319.0						hsa-mir-1469	
hsa-mir-146a					3927.0						hsa-mir-146a	
hsa-mir-146b					27120.0						hsa-mir-146b	
hsa-mir-1470					2638.0						hsa-mir-1470	
hsa-mir-1471					1208.0						hsa-mir-1471	
hsa-mir-147a					641.0						hsa-mir-147a	
hsa-mir-147b					378.0						hsa-mir-147b	
hsa-mir-148a					7946.0						hsa-mir-148a	
hsa-mir-148b					24891.0						hsa-mir-148b	
hsa-mir-149					3717.0						hsa-mir-149	
hsa-mir-150					30671.0						hsa-mir-150	
hsa-mir-151a					33827.0						hsa-mir-151a	
hsa-mir-151b					1551.0						hsa-mir-151b	
hsa-mir-152					17975.0						hsa-mir-152	
hsa-mir-153-1					767.0						hsa-mir-153-1	
hsa-mir-153-2					1403.0						hsa-mir-153-2	
hsa-mir-1537					1484.0						hsa-mir-1537	
hsa-mir-1538					1711.0						hsa-mir-1538	
hsa-mir-1539					788.0						hsa-mir-1539	
hsa-mir-154					460.0						hsa-mir-154	
hsa-mir-155					1322.0						hsa-mir-155	
hsa-mir-1587					693.0						hsa-mir-1587	
hsa-mir-15a					1656.0						hsa-mir-15a	
hsa-mir-15b					1113.0						hsa-mir-15b	
hsa-mir-16-1					11852.0						hsa-mir-16-1	
hsa-mir-16-2					14382.0						hsa-mir-16-2	
hsa-mir-17					2780.0						hsa-mir-17	
hsa-mir-181a-1					7710.0						hsa-mir-181a-1	
hsa-mir-181a-2					11313.0						hsa-mir-181a-2	
hsa-mir-181b-1					10234.0						hsa-mir-181b-1	
hsa-mir-181b-2					11213.0						hsa-mir-181b-2	
hsa-mir-181c					4493.0						hsa-mir-181c	
hsa-mir-181d					3864.0						hsa-mir-181d	
hsa-mir-182					2297.0						hsa-mir-182	
hsa-mir-1825					2179.0						hsa-mir-1825	
hsa-mir-1827					4378.0						hsa-mir-1827	
hsa-mir-183					1859.0						hsa-mir-183	
hsa-mir-184					1459.0						hsa-mir-184	
hsa-mir-1843					8552.0						hsa-mir-1843	
hsa-mir-185					2398.0						hsa-mir-185	
hsa-mir-186					1593.0						hsa-mir-186	
hsa-mir-187					3041.0						hsa-mir-187	
hsa-mir-188					1493.0						hsa-mir-188	
hsa-mir-18a					259.0						hsa-mir-18a	
hsa-mir-18b					270.0						hsa-mir-18b	
hsa-mir-1908					4432.0						hsa-mir-1908	
hsa-mir-1909					1280.0						hsa-mir-1909	
hsa-mir-190a					385.0						hsa-mir-190a	
hsa-mir-190b					3778.0						hsa-mir-190b	
hsa-mir-191					6662.0						hsa-mir-191	
hsa-mir-1910					4103.0						hsa-mir-1910	
hsa-mir-1911					1518.0						hsa-mir-1911	
hsa-mir-1912					202.0						hsa-mir-1912	
hsa-mir-1913					3092.0						hsa-mir-1913	
hsa-mir-1914					1659.0						hsa-mir-1914	
hsa-mir-1915					6175.0						hsa-mir-1915	
hsa-mir-192					2310.0						hsa-mir-192	
hsa-mir-193a					2801.0						hsa-mir-193a	
hsa-mir-193b					776.0						hsa-mir-193b	
hsa-mir-194-1					650.0						hsa-mir-194-1	
hsa-mir-194-2					2002.0						hsa-mir-194-2	
hsa-mir-195					1267.0						hsa-mir-195	
hsa-mir-196a-1					674.0						hsa-mir-196a-1	
hsa-mir-196a-2					1162.0						hsa-mir-196a-2	
hsa-mir-196b					685.0						hsa-mir-196b	
hsa-mir-197					2030.0						hsa-mir-197	
hsa-mir-1972-1					1233.0						hsa-mir-1972-1	
hsa-mir-1972-2					1233.0						hsa-mir-1972-2	
hsa-mir-1973					3788.0						hsa-mir-1973	
hsa-mir-1976					594.0						hsa-mir-1976	
hsa-mir-198					345.0						hsa-mir-198	
hsa-mir-199a-1					22069.0						hsa-mir-199a-1	
hsa-mir-199a-2					23485.0						hsa-mir-199a-2	
hsa-mir-199b					24674.0						hsa-mir-199b	
hsa-mir-19a					599.0						hsa-mir-19a	
hsa-mir-19b-1					518.0						hsa-mir-19b-1	
hsa-mir-19b-2					354.0						hsa-mir-19b-2	
hsa-mir-200a					3796.0						hsa-mir-200a	
hsa-mir-200b					4843.0						hsa-mir-200b	
hsa-mir-200c					723.0						hsa-mir-200c	
hsa-mir-202					2516.0						hsa-mir-202	
hsa-mir-203a					2883.0						hsa-mir-203a	
hsa-mir-203b					1048.0						hsa-mir-203b	
hsa-mir-204					3369.0						hsa-mir-204	
hsa-mir-205					15932.0						hsa-mir-205	
hsa-mir-2052					243.0						hsa-mir-2052	
hsa-mir-2053					270.0						hsa-mir-2053	
hsa-mir-2054					85.0						hsa-mir-2054	
hsa-mir-206					874.0						hsa-mir-206	
hsa-mir-208a					195.0						hsa-mir-208a	
hsa-mir-208b					3350.0						hsa-mir-208b	
hsa-mir-20a					866.0						hsa-mir-20a	
hsa-mir-20b					406.0						hsa-mir-20b	
hsa-mir-21					153501.0						hsa-mir-21	
hsa-mir-210					4526.0						hsa-mir-210	
hsa-mir-211					3042.0						hsa-mir-211	
hsa-mir-2110					2560.0						hsa-mir-2110	
hsa-mir-2113					1531.0						hsa-mir-2113	
hsa-mir-2114					1204.0						hsa-mir-2114	
hsa-mir-2115					1096.0						hsa-mir-2115	
hsa-mir-2116					705.0						hsa-mir-2116	
hsa-mir-2117					1373.0						hsa-mir-2117	
hsa-mir-212					4537.0						hsa-mir-212	
hsa-mir-214					1537.0						hsa-mir-214	
hsa-mir-215					505.0						hsa-mir-215	
hsa-mir-216a					1223.0						hsa-mir-216a	
hsa-mir-216b					982.0						hsa-mir-216b	
hsa-mir-217					816.0						hsa-mir-217	
hsa-mir-218-1					1038.0						hsa-mir-218-1	
hsa-mir-218-2					1719.0						hsa-mir-218-2	
hsa-mir-219a-1					4048.0						hsa-mir-219a-1	
hsa-mir-219a-2					1844.0						hsa-mir-219a-2	
hsa-mir-219b					1482.0						hsa-mir-219b	
hsa-mir-22					855.0						hsa-mir-22	
hsa-mir-221					3373.0						hsa-mir-221	
hsa-mir-222					8047.0						hsa-mir-222	
hsa-mir-223					31622.0						hsa-mir-223	
hsa-mir-224					396.0						hsa-mir-224	
hsa-mir-2276					2087.0						hsa-mir-2276	
hsa-mir-2277					4899.0						hsa-mir-2277	
hsa-mir-2278					3015.0						hsa-mir-2278	
hsa-mir-2355					1101.0						hsa-mir-2355	
hsa-mir-2392					3457.0						hsa-mir-2392	
hsa-mir-23a					3404.0						hsa-mir-23a	
hsa-mir-23b					1909.0						hsa-mir-23b	
hsa-mir-23c					768.0						hsa-mir-23c	
hsa-mir-24-1					982.0						hsa-mir-24-1	
hsa-mir-24-2					5739.0						hsa-mir-24-2	
hsa-mir-2467					2699.0						hsa-mir-2467	
hsa-mir-25					116340.0						hsa-mir-25	
hsa-mir-2681					951.0						hsa-mir-2681	
hsa-mir-2682					1833.0						hsa-mir-2682	
hsa-mir-26a-1					25616.0						hsa-mir-26a-1	
hsa-mir-26a-2					34030.0						hsa-mir-26a-2	
hsa-mir-26b					91710.0						hsa-mir-26b	
hsa-mir-27a					13381.0						hsa-mir-27a	
hsa-mir-27b					5802.0						hsa-mir-27b	
hsa-mir-28					7159.0						hsa-mir-28	
hsa-mir-2861					5635.0						hsa-mir-2861	
hsa-mir-2909					1178.0						hsa-mir-2909	
hsa-mir-296					891.0						hsa-mir-296	
hsa-mir-297					111.0						hsa-mir-297	
hsa-mir-298					2096.0						hsa-mir-298	
hsa-mir-299					172.0						hsa-mir-299	
hsa-mir-29a					66347.0						hsa-mir-29a	
hsa-mir-29b-1					8379.0						hsa-mir-29b-1	
hsa-mir-29b-2					8479.0						hsa-mir-29b-2	
hsa-mir-29c					2504.0						hsa-mir-29c	
hsa-mir-300					2058.0						hsa-mir-300	
hsa-mir-301a					479.0						hsa-mir-301a	
hsa-mir-301b					1055.0						hsa-mir-301b	
hsa-mir-302a					105.0						hsa-mir-302a	
hsa-mir-302b					459.0						hsa-mir-302b	
hsa-mir-302c					456.0						hsa-mir-302c	
hsa-mir-302d					399.0						hsa-mir-302d	
hsa-mir-302e					496.0						hsa-mir-302e	
hsa-mir-302f					2179.0						hsa-mir-302f	
hsa-mir-3059					987.0						hsa-mir-3059	
hsa-mir-3064					4228.0						hsa-mir-3064	
hsa-mir-3065					2179.0						hsa-mir-3065	
hsa-mir-3074					1394.0						hsa-mir-3074	
hsa-mir-3085					916.0						hsa-mir-3085	
hsa-mir-30a					1416.0						hsa-mir-30a	
hsa-mir-30b					2631.0						hsa-mir-30b	
hsa-mir-30c-1					9834.0						hsa-mir-30c-1	
hsa-mir-30c-2					10534.0						hsa-mir-30c-2	
hsa-mir-30d					12290.0						hsa-mir-30d	
hsa-mir-30e					26302.0						hsa-mir-30e	
hsa-mir-31					978.0						hsa-mir-31	
hsa-mir-3115					315.0						hsa-mir-3115	
hsa-mir-3116-1					655.0						hsa-mir-3116-1	
hsa-mir-3116-2					623.0						hsa-mir-3116-2	
hsa-mir-3117					558.0						hsa-mir-3117	
hsa-mir-3118-1					3291.0						hsa-mir-3118-1	
hsa-mir-3118-2					223.0						hsa-mir-3118-2	
hsa-mir-3118-3					223.0						hsa-mir-3118-3	
hsa-mir-3118-4					223.0						hsa-mir-3118-4	
hsa-mir-3119-1					568.0						hsa-mir-3119-1	
hsa-mir-3119-2					568.0						hsa-mir-3119-2	
hsa-mir-3120					877.0						hsa-mir-3120	
hsa-mir-3121					245.0						hsa-mir-3121	
hsa-mir-3122					2614.0						hsa-mir-3122	
hsa-mir-3123					1524.0						hsa-mir-3123	
hsa-mir-3124					894.0						hsa-mir-3124	
hsa-mir-3125					1858.0						hsa-mir-3125	
hsa-mir-3126					771.0						hsa-mir-3126	
hsa-mir-3127					1881.0						hsa-mir-3127	
hsa-mir-3128					169.0						hsa-mir-3128	
hsa-mir-3129					465.0						hsa-mir-3129	
hsa-mir-3130-1					997.0						hsa-mir-3130-1	
hsa-mir-3130-2					997.0						hsa-mir-3130-2	
hsa-mir-3131					1653.0						hsa-mir-3131	
hsa-mir-3132					1544.0						hsa-mir-3132	
hsa-mir-3133					276.0						hsa-mir-3133	
hsa-mir-3134					201.0						hsa-mir-3134	
hsa-mir-3135a					10309.0						hsa-mir-3135a	
